AlunoID,Código,Unidade 1,Unidade 2,Unidade 3,Unidade 4,Unidade 5,Prova Final,Resultado,Faltas,Situação
8,DC/CCN029,"9,5","9,5","8,4",,,,"9,1",4,AM
8,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
8,DC/CCN026,"7,3","6,1","3,7",,,"6,6","6,2",0,AM
8,DC/CCN020,"10,0",,,,,,"10,0",0,AM
8,DC/CCN026,"0,0","0,0","0,0",,,,"0,0",0,RN
8,DMAT/CCN032,"8,0","10,0","10,0",,,,"9,3",0,AM
8,DC/CCN021,"9,0","9,0","9,0",,,,"9,0",0,AM
8,DC/CCN019,"10,0","9,5","9,8",,,,"9,8",0,AM
8,DFIL/CCHL009,"10,0","8,0","10,0",,,,"9,3",0,AM
9,DC/CCN061,"8,6","10,0","9,5",,,,"9,4",2,AM
9,DC/CCN071,"9,5","9,2","9,0",,,,"9,2",2,AM
9,DC/CCN049,"10,0","10,0","10,0",,,,"10,0",0,AM
9,DC/CCN047,"10,0","10,0","10,0","10,0","10,0",,"10,0",0,AM
9,DC/CCN057,"10,0","8,0","10,0",,,,"9,3",0,AM
9,DC/CCN046,"10,0","10,0","10,0",,,,"10,0",0,AM
9,DC/CCN042,"9,0","8,2","8,8",,,,"8,7",7,AM
9,DC/CCN055,"10,0","9,5","5,8",,,,"8,4",0,AM
9,DC/CCN058,"10,0","10,0","10,0",,,,"10,0",4,AM
9,DC/CCN067,"10,0","5,0","9,0",,,,"8,0",2,AM
9,DC/CCN074,"10,0","10,0","10,0",,,,"10,0",2,AM
9,DC/CCN045,"4,5","10,0","10,0",,,,"8,2",2,AM
9,DC/CCN044,"9,4","8,1","7,4",,,,"8,3",0,AM
9,DC/CCN048,"9,5","10,0","10,0",,,,"9,8",2,AM
9,DC/CCN081,"8,0","10,0","9,0",,,,"9,0",2,AM
9,DC/CCN032,"8,1","9,9","10,0",,,,"9,3",6,AM
9,DC/CCN039,"9,9","9,5","8,3",,,,"9,2",2,AM
9,DC/CCN041,"8,3","5,0","9,3",,,,"7,5",2,AM
9,DC/CCN040,"8,2","6,2","8,6",,,,"7,7",4,AM
9,DC/CCN038,"8,9","6,0","8,9",,,,"7,9",2,AM
9,DC/CCN030,"9,1","4,9","7,4",,,,"7,1",4,AM
9,CGBEST/CCN013,"9,3","8,9","9,3",,,,"9,2",0,AM
9,DC/CCN037,"9,2","7,6","6,8",,,,"7,9",0,AM
9,DC/CCN034,"9,0","5,0","10,0",,,,"8,0",0,AM
9,DC/CCN036,"9,4","9,9","9,1",,,,"9,5",0,AM
9,DC/CCN035,"10,0","9,5","9,0",,,,"9,5",0,AM
9,DC/CCN033,"8,9","8,2","8,6",,,,"8,6",0,AM
9,DMAT/CCN034,"9,0","9,6","8,0",,,,"8,9",0,AM
9,DC/CCN031,"8,5","8,5","10,0",,,,"9,0",0,AM
9,DC/CCN025,"8,0","10,0","10,0",,,,"9,3",0,AM
9,DC/CCN027,"8,5","10,0","10,0",,,,"9,5",0,AM
9,DC/CCN043,"8,0","8,2","7,7",,,,"8,0",0,AM
9,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
9,DC/CCN028,"10,0","10,0","8,5",,,,"9,5",0,AM
9,DC/CCN026,"9,0","9,2","9,6",,,,"9,3",0,AM
9,DMAT/CCN033,"7,6","7,0","10,0",,,,"8,2",0,AM
9,DC/CCN029,"10,0","9,5","9,4",,,,"9,6",0,AM
9,DC/CCN022,"9,9","10,0","10,0",,,,"10,0",2,AM
9,DC/CCN024,"9,5","9,5","10,0",,,,"9,7",0,AM
9,DC/CCN023,"9,3","10,0","10,0",,,,"9,8",0,AM
9,DMAT/CCN032,"7,2","9,6","8,5",,,,"8,4",0,AM
9,DC/CCN021,"9,0","9,0","9,0",,,,"9,0",0,AM
9,CLE/CCHL002,"9,6","8,2","7,3",,,,"8,4",0,AM
9,DC/CCN019,"10,0","10,0","10,0",,,,"10,0",1,AM
9,DFIL/CCHL009,"10,0","7,5","7,5",,,,"8,3",0,AM
9,DC/CCN020,"10,0",,,,,,"10,0",0,AM
10,DC/CCN027,"9,0","10,0","10,0",,,,"9,7",14,AM
10,DC/CCN064,"7,7","7,0","8,5",,,,"7,7",0,AM
10,DC/CCN074,"8,6","10,0","10,0",,,,"9,5",8,AM
10,DC/CCN032,"8,7","8,4","9,0",,,,"8,7",10,AM
10,DC/CCN041,"7,1","7,1","8,5",,,,"7,6",6,AM
10,DC/CCN040,"6,3","8,8","8,8",,,,"8,0",12,AM
10,DC/CCN038,"9,0","10,0","10,0",,,,"9,7",14,AM
10,DC/CCN067,"8,5","9,0","10,0",,,,"9,2",6,AM
10,DC/CCN044,"9,5","9,0","9,0",,,,"9,2",4,AM
10,CGBEST/CCN013,"10,0","8,0","8,3",,,,"8,8",4,AM
10,DC/CCN033,"10,0","8,5","10,0",,,,"9,5",12,AM
10,DC/CCN042,"9,6","5,8","6,9",,,,"7,4",13,AM
10,DC/CCN039,"7,8","6,5","6,7",,,,"7,0",10,AM
10,DC/CCN043,"10,0","10,0","10,0",,,,"10,0",0,AM
10,DC/CCN058,"8,0","6,0","10,0",,,,"8,0",6,AM
10,DC/CCN037,"8,0","7,2","8,0",,,,"7,7",10,AM
10,DC/CCN035,"8,0","7,7","6,6",,,,"7,4",6,AM
10,DC/CCN030,"6,2","4,3","8,2",,,"7,8","7,0",12,AM
10,DC/CCN031,"6,8","7,0","7,5",,,,"7,1",2,AM
10,DC/CCN034,"8,3","6,0","9,2",,,,"7,8",0,AM
10,DC/CCN036,"5,3","9,3","7,4",,,,"7,3",6,AM
10,DMAT/CCN034,"4,5","7,0","10,0",,,,"7,2",0,AM
10,DC/CCN031,"7,0","0,0","0,0",,,,"2,3",0,RN
10,DC/CCN025,"10,0","9,0","10,0",,,,"9,7",0,AM
10,DC/CCN028,"9,8","10,0","10,0",,,,"9,9",0,AM
10,DC/CCN022,"8,0","9,8","9,0",,,,"8,9",2,AM
10,DC/CCN024,"10,0","8,3","10,0",,,,"9,4",2,AM
10,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
10,DC/CCN023,"10,0","10,0","10,0",,,,"10,0",2,AM
10,DC/CCN026,"0,0","0,0","0,0",,,,"0,0",0,RN
10,DMAT/CCN033,"9,0","6,5","10,0",,,,"8,5",0,AM
10,DC/CCN029,"10,0","9,5","10,0",,,,"9,8",2,AM
10,DC/CCN026,"9,5","7,5","8,0",,,,"8,3",2,AM
10,DMAT/CCN032,"6,8","9,4","8,7",,,,"8,3",0,AM
10,DC/CCN021,"9,0","9,0","9,0",,,,"9,0",0,AM
10,CLE/CCHL002,"7,3","8,1","7,1",,,,"7,5",0,AM
10,DC/CCN019,"9,9","9,9","9,9",,,,"9,9",2,AM
10,DFIL/CCHL009,"10,0","7,0","7,0",,,,"8,0",0,AM
10,DC/CCN020,"10,0",,,,,,"10,0",0,AM
11,DC/CCN042,"2,9","3,5","10,0",,,"7,5","6,5",14,AM
11,DC/CCN043,"4,5","8,5","6,7",,,"10,0","8,3",14,AM
11,DC/CCN058,"5,5","9,0","6,7",,,,"7,1",8,AM
11,DC/CCN044,"7,0","6,5","8,5",,,,"7,3",15,AM
11,DC/CCN043,"4,7","7,4","5,1",,,"1,2","3,4",14,RN
11,DC/CCN040,"4,4","2,6","9,1",,,"4,9","5,2",14,RN
11,DC/CCN057,"3,0","5,0","0,0",,,,"2,7",0,RN
11,DC/CCN040,"2,4","5,8","4,8",,,"8,1","6,2",8,AM
11,DC/CCN038,"8,5","9,0","10,0",,,,"9,2",12,AM
11,DC/CCN030,"9,5","6,0","9,8",,,,"8,4",12,AM
11,DC/CCN039,"7,2","8,0","7,5",,,,"7,6",11,AM
11,DC/CCN055,"7,0","10,0","1,3",,,"4,8","5,4",0,RN
11,DC/CCN035,"6,5","7,7","7,5",,,,"7,2",0,AM
11,DC/CCN033,"8,0","8,5","9,0",,,,"8,5",10,AM
11,DC/CCN030,"6,4","4,7","1,0",,,"8,0","6,0",6,AM
11,DC/CCN067,"10,0","4,0","9,3",,,,"7,8",0,AM
11,DC/CCN045,"4,4","10,0","10,0",,,,"8,1",8,AM
11,DC/CCN032,"9,6","5,3","7,5",,,,"7,5",13,AM
11,DC/CCN041,"5,8","7,0","10,0",,,,"7,6",8,AM
11,DC/CCN037,"6,0","8,4","7,6",,,,"7,3",12,AM
11,DC/CCN031,"8,3","7,0","7,5",,,,"7,6",10,AM
11,DC/CCN025,"9,5","10,0","10,0",,,,"9,8",0,AM
11,CGBEST/CCN013,"8,5","7,5","6,5",,,,"7,5",0,AM
11,DC/CCN034,"7,0","6,0","9,2",,,,"7,4",0,AM
11,DC/CCN036,"5,0","7,0","5,9",,,"7,2","6,6",6,AM
11,DC/CCN031,"7,0","7,5","0,0",,,"6,3","5,6",0,RN
11,DC/CCN027,"10,0","10,0","9,6",,,,"9,9",0,AM
11,DC/CCN023,"9,0","5,2","9,0",,,,"7,7",2,AM
11,DC/CCN028,"9,5","10,0","10,0",,,,"9,8",0,AM
11,DMAT/CCN034,"7,1","8,8","7,0",,,,"7,6",0,AM
11,DC/CCN022,"7,1","9,2","9,0",,,,"8,4",10,AM
11,DC/CCN024,"7,5","7,7","6,0",,,,"7,1",6,AM
11,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
11,DC/CCN023,"5,0","4,0","5,0",,,"1,0","2,8",13,RN
11,DMAT/CCN033,"8,9","5,5","10,0",,,,"8,1",0,AM
11,DC/CCN029,"7,5","9,5","9,6",,,,"8,9",4,AM
11,CGBEST/CCN013,"4,8","0,0","1,0",,,,"0,0",24,RF
11,DC/CCN026,"9,3","6,8","8,5",,,,"8,2",8,AM
11,DMAT/CCN032,"8,8","9,6","6,7",,,,"8,4",0,AM
11,DC/CCN021,"9,5","9,5","9,5",,,,"9,5",0,AM
11,CLE/CCHL002,"7,6","7,6","8,6",,,,"7,9",2,AM
11,DC/CCN019,"9,0","9,0","9,0",,,,"9,0",0,AM
11,DFIL/CCHL009,"10,0","7,0","7,0",,,,"8,0",0,AM
11,DC/CCN026,"1,8","5,0","3,1",,,,"3,3",2,RN
11,DC/CCN020,"8,7",,,,,,"8,7",4,AM
12,DC/CCN047 ,"10,0","10,0","10,0",,,,"10,0",0,AM
12,DC/CCN047 ,"0,0","0,0","0,0",,,,"0,0",0,RN
12,DC/CCN061 ,"9,4","10,0","9,5",,,,"9,6",12,AM
12,DC/CCN071 ,"8,0","9,2","8,5",,,,"8,6",2,AM
12,DFIS/CCN020,"0,0","0,0","0,0",,,,"0,0",60,RF
12,DC/CCN055 ,"6,0","9,5","0,0",,,"8,4","6,8",0,AM
12,DC/CCN057 ,"7,0","6,0","2,0",,,"5,6","5,3",0,RN
12,DC/CCN074 ,"9,7","10,0","10,0",,,,"9,9",10,AM
12,DC/CCN046 ,"10,0","10,0","10,0",,,,"10,0",0,AM
12,DC/CCN045 ,"10,0","9,1","6,8",,,,"8,6",10,AM
12,DC/CCN042 ,"8,8","8,6","8,7",,,,"8,7",11,AM
12,DMAT/CCN039,"3,5","10,0","7,5",,,,"7,0",0,AM
12,DC/CCN048 ,"9,8","6,0","8,3",,,,"8,0",10,AM
12,DC/CCN058 ,"10,0","10,0","6,7",,,,"8,9",4,AM
12,DC/CCN044 ,"9,4","7,2","7,7",,,,"8,1",10,AM
12,DC/CCN040 ,"7,9","8,2","8,3",,,,"8,1",6,AM
12,DC/CCN030 ,"8,4","7,7","8,6",,,,"8,2",12,AM
12,DC/CCN081 ,"7,8","10,0","9,0",,,,"8,9",10,AM
12,DC/CCN032 ,"8,5","9,7","10,0",,,,"9,4",10,AM
12,DC/CCN041 ,"8,2","6,5","8,9",,,,"7,9",2,AM
12,DC/CCN037 ,"7,3","9,8","10,0",,,,"9,0",2,AM
12,DC/CCN034 ,"10,0","10,0","10,0",,,,"10,0",0,AM
12,DC/CCN038,"5,7","8,0","8,1",,,,"7,3",6,AM
12,DMAT/CCN034,"8,7","7,5","8,0",,,,"8,1",0,AM
12,DC/CCN039,"8,5","7,8","8,0",,,,"8,1",6,AM
12,CGBEST/CCN013,"8,6","9,3","9,3",,,,"9,1",0,AM
12,DC/CCN036,"7,7","9,8","7,0",,,,"8,2",2,AM
12,DC/CCN035,"9,8","10,0","8,7",,,,"9,5",0,AM
12,DC/CCN033,"8,8","8,6","8,1",,,,"8,5",0,AM
12,DC/CCN031,"8,5","8,5","10,0",,,,"9,0",0,AM
12,DC/CCN025,"10,0","10,0","10,0",,,,"10,0",0,AM
12,DC/CCN027,"9,0","9,5","10,0",,,,"9,5",0,AM
12,DC/CCN043,"8,4","7,1","7,7",,,,"7,7",0,AM
12,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
12,DC/CCN028,"10,0","10,0","8,5",,,,"9,5",0,AM
12,DMAT/CCN033,"9,2","7,8","10,0",,,,"9,0",0,AM
12,DC/CCN029,"10,0","9,5","10,0",,,,"9,8",0,AM
12,DC/CCN022,"9,9","10,0","10,0",,,,"10,0",2,AM
12,DC/CCN024,"9,5","9,8","9,7",,,,"9,7",0,AM
12,DC/CCN023,"9,3","10,0","9,8",,,,"9,7",3,AM
12,DMAT/CCN032,"6,8","5,4","9,4",,,,"7,2",0,AM
12,DC/CCN021,"8,5","8,5","8,5",,,,"8,5",0,AM
12,CLE/CCHL002,"8,7","9,4","10,0",,,,"9,4",0,AM
12,DC/CCN019,"9,5","9,5","9,5",,,,"9,5",0,AM
12,DFIL/CCHL009,"10,0","8,0","8,0",,,,"8,7",0,AM
12,DC/CCN026,"8,4","7,9","10,0",,,,"8,8",0,AM
12,DC/CCN020,"8,7",,,,,,"8,7",4,AM
13,DC/CCN048,"5,0","7,0","10,0",,,,"7,3",8,AM
13,DC/CCN071,"8,9","7,0","0,0",,,,"0,0",18,RF
13,DC/CCN081,"9,6","9,2","9,0",,,,"9,3",0,AM
13,DC/CCN067,"6,0","9,0","8,5",,,,"7,8",4,AM
13,DC/CCN076,"10,0","10,0","10,0",,,,"10,0",0,AM
13,DC/CCN042,"7,3","4,2","8,9",,,"4,0","5,4",14,RN
13,DC/CCN044,"9,5","9,0","9,0",,,,"9,2",0,AM
13,DC/CCN038,"9,8","8,3","10,0",,,,"9,4",12,AM
13,DC/CCN058,"7,5","8,6","8,8",,,,"8,3",12,AM
13,DC/CCN074,"9,9","10,0","10,0",,,,"10,0",2,AM
13,DC/CCN045,"8,5","3,8","6,2",,,"6,0","6,1",4,AM
13,DC/CCN039,"8,8","8,0","6,0",,,,"7,6",15,AM
13,DC/CCN041,"6,5","6,5","6,0",,,"4,9","5,6",6,RN
13,DC/CCN043,"10,0","9,5","9,5",,,,"9,7",0,AM
13,DC/CCN040,"7,3","7,9","7,5",,,,"7,6",6,AM
13,DC/CCN037,"7,4","8,0","8,5",,,,"8,0",12,AM
13,DC/CCN036,"6,6","4,5","7,7",,,"4,1","5,2",6,RN
13,DC/CCN035,"6,4","7,4","6,5",,,"5,7","6,2",6,AM
13,DC/CCN033,"7,4","5,8","7,3",,,"6,4","6,6",10,AM
13,DC/CCN030,"2,3","5,8","7,6",,,"1,8","3,5",8,RN
13,DC/CCN031,"6,3","7,5","7,5",,,,"7,1",6,AM
13,DC/CCN025,"8,5","9,0","10,0",,,,"9,2",0,AM
13,DC/CCN032,"8,6","8,2","9,5",,,,"8,8",2,AM
13,DC/CCN034,"3,2","6,0","9,5",,,"6,1","6,2",0,AM
13,DC/CCN028,"10,0","5,0","9,5",,,,"8,2",0,AM
13,DMAT/CCN034,"5,0","3,0","7,0",,,"5,4","5,2",0,RN
13,DC/CCN027,"8,0","7,0","9,5",,,,"8,2",0,AM
13,CGBEST/CCN013,"9,2","8,8","9,2",,,,"9,1",0,AM
13,DC/CCN073,"9,1","7,9","8,0",,,,"8,3",0,AM
13,DMAT/CCN033,"9,2","9,3","9,4",,,,"9,3",0,AM
13,DC/CCN029,"8,8","7,5","7,2",,,,"7,8",0,AM
13,DC/CCN022,"7,7","6,4","9,0",,,,"7,7",3,AM
13,DC/CCN024,"10,0","8,0","10,0",,,,"9,3",0,AM
13,DMAT/CCN035,"7,0","7,0","8,0",,,,"7,3",0,AM
13,DC/CCN023,"10,0","4,0","10,0",,,,"8,0",10,AM
13,DMAT/CCN032,"6,0","8,0","9,0",,,,"7,7",0,AM
13,DC/CCN021,"9,0","9,0","9,0",,,,"9,0",0,AM
13,CLE/CCHL002,"6,0","7,0","6,5",,,"5,9","6,2",0,AM
13,DC/CCN019,"9,9","9,7","9,3",,,,"9,6",0,AM
13,DFIL/CCHL009,"9,0","8,5","9,0",,,,"8,8",0,AM
13,DC/CCN026,"9,2","9,2","10,0",,,,"9,5",0,AM
13,DC/CCN020,"9,3",,,,,,"9,3",2,AM
14,DMAT/CCN034,"3,9","7,7","3,8",,,,"0,0",16,RF
14,DC/CCN025,"4,5","6,8","6,2",,,"0,8","3,3",6,RN
14,DMAT/CCN033,"7,1","8,8","9,3",,,,"8,4",2,AM
14,DC/CCN022,"8,0","7,3","3,1",,,"5,7","5,9",2,RN
14,DC/CCN023,"9,2","5,7","7,7",,,,"7,5",12,AM
14,DC/CCN019,"4,3","7,4","3,2",,,"6,4","5,7",8,RN
14,DC/CCN026,"4,6","8,5","1,6",,,"8,6","6,8",9,AM
14,DC/CCN041,"3,8","5,3","7,1",,,"3,6","4,5",2,RN
14,DMAT/CCN039,"8,8","4,8","2,3",,,"3,9","4,6",4,RN
14,DC/CCN049,"10,0","10,0","10,0",,,,"10,0",3,AM
14,DC/CCN048,"4,4","5,0","7,4",,,"6,5","6,0",6,AM
14,DC/CCN021,"9,6","6,7","7,1",,,,"7,8",8,AM
14,DC/CCN057,"7,2","6,6","9,3",,,,"0,0",23,RF
14,DC/CCN068,"4,9","9,1","5,4",,,"10,0","8,2",1,AM
14,DC/CCN030 ,"5,3","0,6","4,3",,,,"3,4",12,RN
14,DC/CCN058 ,"5,3","6,4","3,1",,,"9,1","7,0",0,AM
14,DC/CCN076,"4,6","5,5","3,7",,,"7,1","5,8",10,RN
14,DC/CCN071 ,"7,8","7,9","9,2",,,,"8,3",3,AM
14,DC/CCN045,"4,0","6,6","7,3",,,,"0,0",20,RF
14,DC/CCN050,"5,4","8,2","4,6",,,"9,0","7,6",0,AM
14,DC/CCN043,"5,9","5,4","2,6",,,"6,7","5,6",4,RN
14,DC/CCN036,"8,4","5,9","2,1",,,"5,8","5,6",5,RN
14,DC/CCN042,"4,0","5,9","4,8",,,"9,0","7,0",2,AM
14,DC/CCN034 ,"4,9","4,1","6,1",,,"5,4","5,2",5,RN
14,DC/CCN035,"3,1","7,8","8,6",,,,"0,0",20,RF
15,DMAT/CCN034,"4,3","5,6","3,3",,,"8,0","6,2",9,AM
15,DC/CCN025,"7,2","4,2","4,3",,,"6,2","5,7",10,RN
15,DMAT/CCN033,"3,2","7,2","5,3",,,"0,9","3,1",10,RN
15,DC/CCN022,"6,0","7,0","3,0",,,"5,0","5,2",12,RN
15,DC/CCN023,"3,1","8,1","2,1",,,"7,7","6,1",9,AM
15,DC/CCN019,"9,6","4,7","3,8",,,"7,4","6,7",11,AM
15,DC/CCN026,"5,7","4,5","3,8",,,,"0,0",25,RF
15,DMAT/CCN032,"9,4","7,5","6,6",,,,"7,8",0,AM
15,DC/CCN048,"4,9","2,5","1,6",,,,"3,0",0,RN
15,DC/CCN074 ,"4,6","2,1","8,1",,,"8,7","6,8",9,AM
15,DC/CCN030,"4,2","4,7","7,2",,,"6,5","6,0",5,AM
15,DC/CCN040 ,"5,7","4,5","6,5",,,"5,5","5,6",4,RN
15,DMAT/CCN035,"5,0","9,1","1,1",,,"6,6","5,8",9,RN
15,DC/CCN047 ,"6,6","5,5","4,8",,,"8,3","7,0",10,AM
15,DC/CCN046 ,"6,4","5,5","5,8",,,"5,1","5,5",6,RN
15,DC/CCN049,"10,0","10,0","10,0",,,,"10,0",3,AM
15,DC/CCN071,"8,8","9,4","5,1",,,,"7,8",12,AM
15,DC/CCN021,"5,7","8,7","0,8",,,,"0,0",16,RF
15,DC/CCN067,"5,8","9,7","3,5",,,"5,7","6,0",5,AM
15,DC/CCN035,"2,6","9,9","5,5",,,"7,2","6,6",8,AM
15,DC/CCN071 ,"7,6","3,4","7,1",,,"5,4","5,7",10,RN
15,DC/CCN042,"4,7","7,5","8,1",,,"5,3","6,0",10,AM
15,DC/CCN034 ,"1,6","7,5","1,7",,,,"3,6",4,RN
16,DMAT/CCN034,"4,8","4,2","7,7",,,"6,7","6,2",6,AM
16,DC/CCN025,"9,9","9,6","3,7",,,,"7,7",2,AM
16,DMAT/CCN033,"7,3","6,9","7,3",,,,"7,2",7,AM
16,DC/CCN022,"2,0","4,3","5,9",,,,"0,0",24,RF
16,DC/CCN023,"2,9","4,0","4,3",,,,"3,7",1,RN
16,DC/CCN019,"6,4","5,6","3,7",,,"6,4","5,8",11,RN
16,DC/CCN026,"5,9","6,9","6,7",,,"5,1","5,8",4,RN
16,DC/CCN038,"4,0","8,0","6,7",,,"5,1","5,6",0,RN
16,DC/CCN046 ,"0,4","9,1","4,0",,,,"0,0",25,RF
16,DC/CCN067,"3,5","7,2","5,3",,,"7,6","6,4",12,AM
16,CGBEST/CCN013,"5,7","6,6","0,8",,,"5,7","5,1",8,RN
16,DC/CCN032 ,"5,0","8,9","6,2",,,"1,8","4,2",11,RN
16,DC/CCN070,"8,7","7,1","6,1",,,,"7,3",8,AM
16,DC/CCN058 ,"6,1","5,4","8,7",,,,"0,0",22,RF
16,DC/CCN030 ,"8,1","6,9","7,4",,,,"7,5",6,AM
16,DC/CCN043,"7,9","5,3","6,5",,,"3,4","5,0",3,RN
16,DC/CCN061 ,"7,9","3,2","7,3",,,,"0,0",24,RF
16,DC/CCN033,"6,3","6,8","4,3",,,"7,3","6,6",7,AM
17,DMAT/CCN034,"7,7","4,2","5,7",,,"4,1","5,0",8,RN
17,DC/CCN025,"8,4","6,5","9,0",,,,"8,0",2,AM
17,DMAT/CCN033,"4,8","8,5","5,6",,,"4,8","5,6",1,RN
17,DC/CCN022,"1,8","4,7","4,1",,,,"3,5",12,RN
17,DC/CCN023,"9,0","8,2","9,2",,,,"8,8",5,AM
17,DC/CCN019,"4,5","3,3","9,1",,,"7,9","6,8",5,AM
17,DC/CCN026,"4,5","4,2","0,2",,,,"3,0",0,RN
17,DC/CCN061,"7,0","3,5","3,9",,,"6,2","5,5",5,RN
17,DC/CCN043,"9,8","5,2","3,7",,,"5,3","5,8",5,RN
17,DC/CCN041,"9,1","3,7","1,2",,,"7,5","6,1",6,AM
17,DC/CCN047,"10,0","10,0","10,0","10,0","10,0",,"0,0",22,RF
17,DC/CCN034,"5,3","4,6","0,3",,,,"3,4",4,RN
17,DC/CCN055,"5,7","2,4","2,6",,,,"3,6",11,RN
17,DC/CCN029,"7,4","8,6","6,1",,,,"7,4",12,AM
17,DC/CCN046,"10,0","10,0","10,0",,,,"10,0",10,AM
17,DC/CCN064,"9,6","9,5","4,9",,,,"8,0",8,AM
17,DC/CCN021,"8,5","2,4","10,0",,,,"7,0",9,AM
