AlunoID,Código,Unidade 1,Unidade 2,Unidade 3,Unidade 4,Unidade 5,Prova Final,Resultado,Faltas,Situação
17,DC/CCN038,"6,2","4,0","1,0",,,,"0,0",17,RF
17,DC/CCN081,"3,8","7,8","6,3",,,"5,5","5,8",2,RN
18,DMAT/CCN034,"3,0","4,5","3,9",,,,"3,8",1,RN
18,DC/CCN025,"9,4","5,6","5,0",,,"6,1","6,4",12,AM
18,DMAT/CCN033,"6,8","3,3","6,0",,,"7,1","6,2",12,AM
18,DC/CCN022,"5,5","9,7","6,1",,,,"7,1",12,AM
18,DC/CCN023,"6,7","1,0","9,0",,,"6,3","5,9",3,RN
18,DC/CCN019,"5,9","0,8","5,8",,,"8,6","6,4",11,AM
18,DC/CCN026,"8,3","2,2","2,1",,,"8,6","6,4",4,AM
18,DC/CCN038,"5,4","8,2","8,7",,,,"7,4",0,AM
18,DC/CCN032,"4,1","8,2","8,6",,,,"7,0",3,AM
18,DC/CCN047,"9,0","9,0","9,0","9,0","9,0",,"9,0",0,AM
18,DC/CCN028,"7,5","3,8","5,8",,,"8,1","6,9",4,AM
18,DC/CCN071 ,"5,2","3,2","7,0",,,"5,4","5,2",6,RN
19,DMAT/CCN034,"7,9","7,2","5,3",,,"6,0","6,4",9,AM
19,DC/CCN025,"8,8","4,4","6,3",,,"5,1","5,8",11,RN
19,DMAT/CCN033,"6,5","6,8","6,7",,,"6,0","6,4",7,AM
19,DC/CCN022,"7,2","4,0","5,3",,,"5,4","5,4",6,RN
19,DC/CCN023,"8,7","8,9","4,9",,,,"7,5",10,AM
19,DC/CCN019,"4,3","9,5","6,0",,,,"0,0",21,RF
19,DC/CCN026,"4,7","8,9","6,0",,,"4,5","5,5",8,RN
19,DC/CCN040,"3,6","8,9","8,2",,,"4,9","5,9",4,RN
19,DC/CCN036,"4,4","3,8","6,2",,,"8,3","6,6",12,AM
19,DC/CCN020,"9,5",,,,,,"9,5",2,AM
19,DC/CCN044 ,"4,5","6,3","9,3",,,"5,8","6,2",7,AM
19,DC/CCN044,"4,5","5,5","7,6",,,"5,3","5,6",12,RN
19,DMAT/CCN039,"5,7","7,6","2,8",,,"7,1","6,2",9,AM
19,DC/CCN024,"6,1","5,9","8,5",,,"6,6","6,7",10,AM
20,DMAT/CCN034,"8,7","4,3","3,0",,,"5,8","5,6",2,RN
20,DC/CCN025,"0,4","6,2","4,7",,,,"3,8",8,RN
20,DMAT/CCN033,"5,8","9,7","4,5",,,"4,9","5,8",3,RN
20,DC/CCN022,"0,2","5,1","1,1",,,,"0,0",21,RF
20,DC/CCN023,"5,1","4,9","8,0",,,,"0,0",25,RF
20,DC/CCN019,"5,1","4,7","3,7",,,"7,5","6,0",1,AM
20,DC/CCN026,"3,4","4,1","5,7",,,"7,5","6,0",3,AM
20,DC/CCN040 ,"6,7","4,7","6,5",,,,"0,0",21,RF
20,DC/CCN044 ,"9,4","9,5","4,2",,,,"7,7",15,AM
20,DC/CCN042,"5,4","8,2","3,7",,,"3,7","4,8",4,RN
20,DMAT/CCN039,"6,4","3,4","9,7",,,,"0,0",24,RF
20,DC/CCN057 ,"4,4","7,7","9,7",,,,"7,3",3,AM
20,DC/CCN020,"10,0",,,,,,"10,0",7,AM
20,DMAT/CCN035,"9,7","5,4","7,7",,,,"7,6",5,AM
20,DC/CCN049,"10,0","10,0","10,0",,,,"10,0",11,AM
21,DMAT/CCN034,"4,0","9,8","5,4",,,"1,4","3,9",12,RN
21,DC/CCN025,"4,1","9,5","3,4",,,"8,3","7,0",15,AM
21,DMAT/CCN033,"5,7","7,4","6,1",,,"6,4","6,4",11,AM
21,DC/CCN022,"6,1","5,1","4,0",,,"7,0","6,0",10,AM
21,DC/CCN023,"7,3","3,2","0,8",,,,"3,8",1,RN
21,DC/CCN019,"9,6","3,2","4,8",,,,"0,0",21,RF
21,DC/CCN026,"5,0","0,8","8,6",,,"8,3","6,6",8,AM
21,DC/CCN070,"9,9","4,8","3,6",,,"7,7","6,9",10,AM
21,DC/CCN068,"3,5","8,4","3,7",,,,"0,0",21,RF
21,DC/CCN041,"3,9","9,0","8,2",,,,"7,0",1,AM
21,DC/CCN055,"6,9","4,4","4,0",,,"5,4","5,2",3,RN
21,DEFE/CCE007,"1,3","6,9","8,2",,,"7,3","6,4",5,AM
22,DMAT/CCN034,"7,3","4,3","5,8",,,"6,2","6,0",9,AM
22,DC/CCN025,"6,1","4,7","9,5",,,"4,6","5,7",1,RN
22,DMAT/CCN033,"0,2","2,9","6,5",,,,"0,0",24,RF
22,DC/CCN022,"9,3","4,4","0,3",,,"6,3","5,5",8,RN
22,DC/CCN023,"4,7","2,5","2,7",,,,"3,3",5,RN
22,DC/CCN019,"7,7","5,6","3,9",,,"5,8","5,8",2,RN
22,DC/CCN026,"6,5","6,1","5,3",,,,"0,0",25,RF
22,DC/CCN047 ,"8,7","6,3","8,1",,,,"7,7",9,AM
22,DC/CCN057 ,"8,3","4,9","8,0",,,,"7,1",13,AM
22,DC/CCN071 ,"9,4","8,6","9,7",,,,"9,2",0,AM
22,DC/CCN061 ,"7,3","8,2","7,3",,,,"7,6",8,AM
22,DC/CCN044,"0,9","6,2","3,1",,,,"3,4",12,RN
23,DMAT/CCN034,"7,9","9,0","1,4",,,"7,0","6,6",9,AM
23,DC/CCN025,"8,7","4,5","9,6",,,,"7,6",7,AM
23,DMAT/CCN033,"8,4","2,3","7,1",,,"5,7","5,8",15,RN
23,DC/CCN022,"4,2","4,9","5,0",,,"6,5","5,6",1,RN
23,DC/CCN023,"6,9","7,6","0,4",,,"9,7","7,4",8,AM
23,DC/CCN019,"0,0","5,6","3,9",,,,"3,2",4,RN
23,DC/CCN026,"3,1","5,9","8,7",,,"1,0","3,4",4,RN
23,DC/CCN034 ,"9,7","4,7","4,3",,,"5,7","6,0",8,AM
23,DC/CCN070,"3,1","3,3","5,1",,,,"3,8",5,RN
23,DC/CCN032 ,"2,0","8,0","6,5",,,"9,7","7,6",5,AM
23,DC/CCN031,"5,1","3,5","9,5",,,"4,4","5,2",1,RN
23,DC/CCN036,"5,9","4,1","4,6",,,"6,2","5,6",12,RN
23,DC/CCN044,"3,5","3,2","6,5",,,,"0,0",24,RF
23,DC/CCN045,"3,9","5,6","4,8",,,"5,6","5,2",2,RN
23,DC/CCN029,"9,6","3,2","7,3",,,"6,6","6,6",0,AM
23,DC/CCN048,"8,9","3,5","6,8",,,"6,9","6,6",2,AM
23,DC/CCN038,"8,3","3,0","3,4",,,,"0,0",25,RF
24,DMAT/CCN034,"6,6","9,0","7,1",,,,"7,6",4,AM
24,DC/CCN025,"5,2","8,2","6,7",,,,"0,0",20,RF
24,DMAT/CCN033,"5,1","7,9","3,7",,,"7,5","6,6",3,AM
24,DC/CCN022,"9,0","9,0","6,2",,,,"8,1",0,AM
24,DC/CCN023,"5,7","3,9","6,0",,,"7,6","6,4",3,AM
24,DC/CCN019,"7,5","5,5","1,7",,,"7,9","6,4",12,AM
24,DC/CCN026,"3,5","10,0","7,0",,,"5,3","6,0",8,AM
24,DC/CCN037,"3,3","8,2","3,3",,,"5,8","5,4",12,RN
24,DC/CCN047 ,"3,8","7,4","5,3",,,"5,7","5,6",1,RN
24,DC/CCN055 ,"3,1","4,9","8,9",,,"5,0","5,3",2,RN
24,DC/CCN068,"7,7","0,6","8,2",,,"8,1","6,8",5,AM
24,DC/CCN049,"10,0","10,0","10,0",,,,"10,0",2,AM
25,DMAT/CCN034,"8,4","3,8","8,3",,,"5,4","6,1",5,AM
25,DC/CCN025,"6,0","3,4","5,1",,,"5,4","5,1",6,RN
25,DMAT/CCN033,"3,5","3,5","4,8",,,,"3,9",9,RN
25,DC/CCN022,"3,8","9,3","6,1",,,"5,7","6,1",3,AM
25,DC/CCN023,"9,3","7,9","3,1",,,"4,1","5,4",15,RN
25,DC/CCN019,"3,0","9,8","7,3",,,"7,2","7,0",2,AM
25,DC/CCN026,"9,1","5,3","7,7",,,,"7,4",10,AM
25,DC/CCN047,"10,0","10,0","10,0","10,0","10,0",,"10,0",2,AM
25,DC/CCN045,"8,4","4,1","5,8",,,"1,3","3,7",11,RN
25,DC/CCN074,"9,7","9,3","0,7",,,"3,6","5,1",12,RN
25,DC/CCN064,"7,0","1,0","5,4",,,"9,5","7,0",15,AM
25,DC/CCN048,"2,3","7,8","4,7",,,"7,2","6,1",1,AM
25,DC/CCN020,"10,0",,,,,,"10,0",0,AM
25,CGBEST/CCN013,"8,7","8,7","7,7",,,,"8,4",5,AM
25,DC/CCN024,"6,0","9,2","5,0",,,"4,4","5,6",4,RN
26,DMAT/CCN034,"7,5","4,1","9,0",,,"7,9","7,4",6,AM
26,DC/CCN025,"4,3","9,2","3,2",,,"5,8","5,7",11,RN
26,DMAT/CCN033,"5,5","4,4","6,0",,,"0,6","2,9",6,RN
26,DC/CCN022,"8,4","1,1","8,4",,,"7,6","6,8",2,AM
26,DC/CCN023,"4,0","8,6","3,7",,,"6,5","6,0",1,AM
26,DC/CCN019,"8,9","4,1","4,2",,,"5,8","5,8",9,RN
26,DC/CCN026,"5,3","8,7","6,6",,,"5,5","6,2",3,AM
26,DC/CCN020,"10,0",,,,,,"10,0",3,AM
26,DC/CCN055,"7,0","4,2","7,2",,,"5,3","5,7",5,RN
26,DC/CCN028,"2,4","3,2","3,6",,,,"3,1",5,RN
26,DC/CCN038,"6,5","3,2","6,0",,,"7,3","6,2",4,AM
26,DC/CCN046,"10,0","10,0","10,0",,,,"10,0",4,AM
26,DMAT/CCN035,"8,4","10,0","8,5",,,,"9,0",3,AM
26,DFIL/CCHL009,"9,2","5,6","3,7",,,"5,1","5,6",0,RN
26,DC/CCN041 ,"3,4","3,2","5,8",,,"6,5","5,3",14,RN
27,DMAT/CCN034,"0,0","5,9","3,6",,,,"3,2",10,RN
27,DC/CCN025,"9,4","9,5","7,9",,,,"8,9",12,AM
27,DMAT/CCN033,"6,8","4,9","3,7",,,"5,8","5,4",0,RN
27,DC/CCN022,"8,3","4,8","3,9",,,"0,6","3,2",8,RN
27,DC/CCN023,"0,3","4,4","4,0",,,,"2,9",8,RN
27,DC/CCN019,"9,8","4,3","7,0",,,,"7,0",4,AM
27,DC/CCN026,"8,8","8,1","4,2",,,,"7,0",7,AM
27,DC/CCN071,"3,6","7,4","5,1",,,"8,5","7,0",1,AM
27,DEFE/CCE007,"5,1","4,9","7,7",,,"4,2","5,1",0,RN
27,DC/CCN081 ,"4,3","3,8","9,9",,,"6,3","6,2",11,AM
27,DC/CCN032,"6,2","7,4","8,9",,,,"0,0",17,RF
27,DC/CCN057,"4,2","7,7","5,8",,,"5,6","5,8",1,RN
27,DC/CCN037 ,"2,4","3,9","6,9",,,"8,7","6,6",1,AM
27,DC/CCN042 ,"3,6","2,8","5,1",,,,"3,8",7,RN
27,DC/CCN081,"3,7","4,2","3,2",,,,"3,7",11,RN
27,DFIL/CCHL009,"6,2","9,0","4,0",,,"7,1","6,8",9,AM
27,DC/CCN040,"4,7","5,1","7,2",,,"7,6","6,6",6,AM
27,DC/CCN048,"9,5","3,8","7,3",,,"2,1","4,5",7,RN
27,DEFE/CCE007,"10,0","6,5","5,9",,,,"0,0",18,RF
27,DC/CCN074 ,"2,9","7,0","3,2",,,"8,6","6,5",12,AM
27,DC/CCN061 ,"9,2","5,3","8,4",,,,"7,6",1,AM
28,DMAT/CCN034,"3,0","3,5","6,1",,,,"0,0",17,RF
28,DC/CCN025,"6,1","6,3","5,4",,,"5,7","5,8",10,RN
28,DMAT/CCN033,"6,6","7,7","2,1",,,"8,2","6,8",7,AM
28,DC/CCN022,"5,2","5,4","3,3",,,"7,7","6,2",11,AM
28,DC/CCN023,"2,3","7,5","5,1",,,"6,4","5,7",4,RN
28,DC/CCN019,"7,7","7,2","8,3",,,,"7,7",7,AM
28,DC/CCN026,"9,8","4,7","6,6",,,,"7,0",8,AM
28,DC/CCN045 ,"3,3","7,1","7,7",,,,"0,0",23,RF
28,DC/CCN044,"7,6","5,5","0,7",,,"7,7","6,2",8,AM
28,DC/CCN047,"10,0","10,0","10,0","10,0","10,0",,"10,0",1,AM
28,DC/CCN031,"5,5","4,6","8,1",,,,"0,0",19,RF
28,DC/CCN036,"5,5","6,5","7,7",,,"8,1","7,4",5,AM
28,DC/CCN061 ,"1,8","2,9","4,4",,,,"3,0",9,RN
29,DMAT/CCN034,"3,5","6,9","5,9",,,"4,7","5,1",4,RN
29,DC/CCN025,"9,4","8,3","5,0",,,,"7,6",8,AM
29,DMAT/CCN033,"3,1","4,7","9,1",,,"8,0","6,8",11,AM
29,DC/CCN022,"7,6","0,7","6,3",,,"8,7","6,8",3,AM
29,DC/CCN023,"4,1","2,6","4,5",,,,"3,7",9,RN
29,DC/CCN019,"5,4","8,4","7,2",,,,"7,0",7,AM
29,DC/CCN026,"3,3","9,4","4,3",,,"6,6","6,2",3,AM
29,DC/CCN074,"2,8","5,8","5,5",,,"1,7","3,2",6,RN
29,DC/CCN048,"9,3","3,4","5,0",,,,"0,0",21,RF
29,DC/CCN058,"3,3","3,5","6,6",,,,"0,0",19,RF
29,DC/CCN055,"7,6","1,7","0,6",,,,"3,3",3,RN
29,DMAT/CCN039,"4,6","10,0","4,6",,,"4,4","5,4",9,RN
29,DC/CCN047 ,"7,7","6,9","8,5",,,,"0,0",21,RF
29,DC/CCN033,"9,4","4,2","3,5",,,"4,6","5,2",11,RN
29,DC/CCN030,"3,8","9,2","2,6",,,"8,4","6,8",2,AM
29,DC/CCN038,"3,5","5,6","4,6",,,"8,8","6,7",5,AM
29,DC/CCN058 ,"9,5","7,3","8,3",,,,"8,4",11,AM
30,DMAT/CCN034,"4,6","3,0","9,1",,,,"0,0",22,RF
30,DC/CCN025,"3,3","1,7","3,1",,,,"2,7",0,RN
30,DMAT/CCN033,"9,1","9,1","5,0",,,,"7,7",6,AM
30,DC/CCN022,"2,4","8,3","8,7",,,"4,5","5,5",3,RN
30,DC/CCN023,"5,6","9,6","5,6",,,"6,4","6,6",9,AM
30,DC/CCN019,"3,7","3,9","7,5",,,,"0,0",20,RF
30,DC/CCN026,"4,0","4,9","5,3",,,"9,1","6,9",12,AM
30,DC/CCN042 ,"3,3","5,1","5,6",,,"7,1","5,9",10,RN
30,DC/CCN081 ,"6,2","9,7","5,8",,,,"0,0",20,RF
30,DC/CCN057,"4,3","3,2","2,4",,,,"3,3",15,RN
30,DC/CCN031,"3,3","9,1","9,6",,,,"0,0",16,RF
30,DC/CCN032 ,"1,1","5,2","6,5",,,"4,8","4,6",5,RN
30,DFIL/CCHL009,"2,9","3,2","9,5",,,,"0,0",20,RF
30,DC/CCN081,"4,0","8,6","8,8",,,,"7,1",4,AM
30,DC/CCN033,"9,0","3,1","6,2",,,"3,9","5,0",6,RN
30,DC/CCN030,"4,0","4,7","1,3",,,,"3,3",5,RN
30,DC/CCN046 ,"8,3","8,4","9,5",,,,"0,0",25,RF
30,DC/CCN061,"8,4","9,9","7,1",,,,"8,5",10,AM
30,DMAT/CCN035,"7,9","8,1","5,7",,,,"7,2",11,AM
30,DC/CCN044,"3,7","8,5","4,0",,,"9,4","7,4",4,AM
30,DC/CCN058 ,"5,3","7,2","5,9",,,"6,9","6,5",15,AM
30,DC/CCN029,"6,5","7,2","4,2",,,"5,4","5,7",10,RN
30,DC/CCN028,"5,1","7,9","8,2",,,,"7,1",2,AM
30,DMAT/CCN039,"5,8","8,6","8,8",,,,"0,0",18,RF
31,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
31,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
31,DC/CCN071,9.0,8.5,9.0,,,,8.8,0,AM
31,DC/CCN049,9.5,9.5,9.5,,,,9.5,0,AM
31,DC/CCN068,7.5,7.5,7.5,,,,7.5,0,AM
31,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
31,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
31,DC/CCN050,9.2,9.5,10.0,,,,9.6,0,AM
31,DC/CCN048,7.5,5.0,9.3,,,5.0,7.3,8,AM
31,DC/CCN067,8.0,10.0,7.0,,,,8.3,8,AM
31,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
31,DC/CCN067,8.3,7.0,2.0,,,5.0,5.4,14,AM
31,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
31,DC/CCN041,6.6,6.0,9.8,,,,7.5,12,AM
31,DC/CCN037,8.5,8.7,6.3,,,,7.8,8,AM
31,DC/CCN034,8.5,7.5,10.0,,,,8.7,0,AM
31,DEFE/CCE007,9.5,9.5,9.5,,,,9.5,0,AM
31,DC/CCN045,10.0,10.0,8.5,,,,9.5,2,AM
31,DC/CCN042,8.5,9.0,7.8,,,,8.4,6,AM
31,DC/CCN032,9.0,8.2,10.0,,,,9.1,4,AM
31,DC/CCN044,10.0,7.5,8.3,,,,8.6,6,AM
31,DC/CCN043,8.0,5.3,8.0,,,,7.1,8,AM
31,DC/CCN040,7.3,5.2,8.4,,,,7.0,4,AM
31,DC/CCN038,5.8,5.7,8.5,,,,6.7,4,AM
31,DMAT/CCN034,8.7,10.0,7.5,,,,8.7,0,AM
31,DC/CCN039,6.5,6.5,10.0,,,,7.7,8,AM
31,CGBEST/CCN013,10.0,10.0,9.9,,,,10.0,0,AM
31,DC/CCN036,6.5,9.7,8.8,,,,8.3,12,AM
31,DC/CCN035,9.5,7.2,9.2,,,,8.6,4,AM
31,DC/CCN033,9.5,7.7,6.6,,,,7.9,14,AM
31,DC/CCN030,5.4,8.6,8.5,,,,7.5,6,AM
31,DC/CCN031,8.0,6.5,8.0,,,,7.5,0,AM
31,DC/CCN025,10.0,10.0,10.0,,,,10.0,0,AM
31,DMAT/CCN033,9.9,5.5,10.0,,,,9.1,0,AM
31,DC/CCN027,7.9,8.2,9.5,,,,8.5,12,AM
31,CGBEST/CCN013,6.9,4.9,7.1,,,5.0,6.0,14,AM
31,DC/CCN028,10.0,6.5,9.5,,,,8.7,0,AM
31,DMAT/CCN032,10.0,9.6,6.9,,,,8.8,0,AM
31,DC/CCN029,10.0,5.5,10.0,,,,8.5,0,AM
31,DC/CCN022,8.5,9.6,7.5,,,,8.5,13,AM
31,DC/CCN024,10.0,9.8,8.8,,,,9.5,8,AM
31,DMAT/CCN035,7.5,7.5,7.5,,,,7.5,0,AM
31,DC/CCN023,9.5,9.0,10.0,,,,9.5,0,AM
31,DMAT/CCN032,7.5,5.0,9.5,,,,7.3,0,AM
31,DC/CCN021,9.0,8.5,8.5,,,,8.7,2,AM
31,CLE/CCHL002,7.5,8.5,8.6,,,,8.2,0,AM
31,DC/CCN019,8.5,9.5,8.4,,,,8.8,11,AM
31,DFIL/CCHL009,9.5,9.5,7.5,,,,8.8,8,AM
31,DC/CCN026,7.8,5.5,7.7,,,5.0,6.3,10,AM
32,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
32,DC/CCN058,3.0,2.0,1.0,,,,2.0,14,RN
32,DC/CCN058,8.0,8.5,7.5,,,,8.0,14,AM
32,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
32,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
32,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
32,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
32,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
32,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
32,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
32,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
32,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
32,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
32,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
32,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
32,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
32,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
32,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
32,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
32,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
32,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
32,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
32,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
32,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
32,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
32,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
32,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
32,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
32,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
32,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
32,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
32,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
32,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
32,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
32,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
32,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
32,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
32,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
32,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
32,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
32,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
32,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
32,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
32,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
32,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
32,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
32,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
32,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
32,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
32,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
32,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
33,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
33,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
33,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
33,DC/CCN049,10.0,10.0,10.0,,,,10.0,16,RF
33,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
33,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
33,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
33,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
33,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
33,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
33,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
33,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
33,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
33,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
33,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
33,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
33,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
33,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
33,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
33,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
33,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
33,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
33,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
33,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
33,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
