AlunoID,Código,Unidade 1,Unidade 2,Unidade 3,Unidade 4,Unidade 5,Prova Final,Resultado,Faltas,Situação
33,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
33,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
33,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
33,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
33,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
33,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
33,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
33,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
33,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
33,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
33,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
33,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
33,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
33,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
33,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
33,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
33,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
33,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
33,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
33,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
33,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
33,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
33,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
33,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
33,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
33,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
34,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
34,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
34,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
34,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
34,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
34,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
34,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
34,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
34,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
34,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
34,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
34,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
34,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
34,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
34,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
34,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
34,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
34,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
34,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
34,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
34,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
34,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
34,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
34,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
34,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
34,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
34,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
34,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
34,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
34,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
34,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
34,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
34,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
34,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
34,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
34,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
34,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
34,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
34,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
34,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
34,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
34,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
34,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
34,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
34,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
34,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
34,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
34,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
34,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
34,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
35,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
35,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
35,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
35,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
35,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
35,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
35,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
35,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
35,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
35,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
35,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
35,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
35,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
35,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
35,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
35,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
35,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
35,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
35,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
35,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
35,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
35,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
35,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
35,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
35,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
35,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
35,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
35,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
35,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
35,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
35,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
35,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
35,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
35,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
35,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
35,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
35,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
35,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
35,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
35,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
35,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
35,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
35,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
35,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
35,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
35,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
35,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
35,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
35,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
35,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
36,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
36,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
36,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
36,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
36,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
36,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
36,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
36,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
36,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
36,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
36,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
36,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
36,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
36,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
36,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
36,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
36,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
36,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
36,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
36,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
36,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
36,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
36,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
36,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
36,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
36,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
36,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
36,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
36,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
36,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
36,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
36,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
36,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
36,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
36,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
36,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
36,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
36,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
36,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
36,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
36,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
36,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
36,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
36,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
36,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
36,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
36,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
36,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
36,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
36,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
37,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
37,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
37,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
37,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
37,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
37,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
37,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
37,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
37,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
37,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
37,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
37,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
37,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
37,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
37,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
37,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
37,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
37,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
37,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
37,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
37,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
37,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
37,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
37,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
37,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
37,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
37,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
37,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
37,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
37,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
37,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
37,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
37,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
37,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
37,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
37,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
37,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
37,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
37,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
37,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
37,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
37,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
37,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
37,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
37,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
37,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
37,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
37,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
37,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
37,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
38,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
38,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
38,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
38,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
38,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
38,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
38,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
38,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
38,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
38,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
38,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
38,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
38,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
38,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
38,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
38,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
38,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
38,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
38,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
38,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
38,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
38,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
38,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
38,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
38,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
38,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
38,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
38,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
38,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
38,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
38,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
38,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
38,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
38,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
38,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
38,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
38,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
38,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
38,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
38,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
38,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
38,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
38,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
38,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
38,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
38,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
38,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
38,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
38,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
38,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
39,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
39,DC/CCN058,8.0,10.0,5.0,,,,7.7,14,AM
39,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
39,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
39,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
39,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
39,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
39,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
39,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
39,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
39,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
39,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
39,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
39,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
39,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
39,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
39,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
39,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
39,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
39,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
39,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
39,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
39,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
39,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
39,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
39,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
39,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
39,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
39,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
39,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
39,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
39,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
39,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
39,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
39,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
39,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
39,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
39,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
39,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
39,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
39,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
39,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
39,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
39,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
39,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
39,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
39,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
39,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
39,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
39,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
40,DC/CCN049,10.0,10.0,10.0,,,,10.0,0,AM
40,DC/CCN058,3.0,2.0,1.0,,,,2.0,14,RN
40,DC/CCN058,8.0,8.5,7.5,,,,8.0,14,AM
40,DC/CCN071,8.5,8.0,8.5,,,,8.3,0,AM
40,DC/CCN049,9.0,9.0,9.0,,,,9.0,0,AM
40,DC/CCN068,7.0,7.0,7.0,,,,7.0,0,AM
40,DC/CCN070,9.2,7.5,9.0,,,,8.6,0,AM
40,DC/CCN074,9.6,10.0,10.0,,,,9.9,12,AM
40,DC/CCN050,8.7,9.0,9.5,,,,9.1,0,AM
40,DC/CCN048,5.5,3.0,9.3,,,5.0,6.3,8,AM
40,DC/CCN067,6.0,10.0,7.0,,,,7.7,8,AM
40,DC/CCN047,9.5,9.5,9.5,9.5,9.5,,9.5,0,AM
40,DC/CCN067,8.3,7.0,0.0,,,5.0,5.4,14,AM
40,DC/CCN046,10.0,10.0,10.0,,,,10.0,0,AM
40,DC/CCN041,6.1,5.5,9.3,,,,7.0,12,AM
40,DC/CCN037,8.0,8.2,5.8,,,,7.3,8,AM
40,DC/CCN034,6.0,7.0,10.0,,,,7.7,0,AM
40,DEFE/CCE007,9.0,9.0,9.0,,,,9.0,0,AM
40,DC/CCN045,10.0,10.0,8.0,,,,9.3,2,AM
40,DC/CCN042,8.0,6.5,7.3,,,,7.3,6,AM
40,DC/CCN032,8.5,7.7,9.9,,,,8.7,4,AM
40,DC/CCN044,9.6,7.0,7.8,,,,8.1,6,AM
40,DC/CCN043,7.5,4.8,7.5,,,5.0,6.3,8,AM
40,DC/CCN043,8.0,8.0,8.0,,,,8.0,8,AM
40,DC/CCN040,6.8,4.7,7.9,,,5.0,6.2,4,AM
40,DC/CCN038,5.3,5.2,8.0,,,5.0,6.1,4,AM
40,DMAT/CCN034,8.2,9.6,7.0,,,,8.3,0,AM
40,DC/CCN039,6.0,6.0,10.0,,,,7.3,8,AM
40,CGBEST/CCN013,10.0,9.9,9.4,,,,9.8,0,AM
40,DC/CCN036,6.0,9.2,8.3,,,,7.8,12,AM
40,DC/CCN035,9.0,6.7,8.7,,,,8.1,4,AM
40,DC/CCN033,9.0,7.2,6.1,,,,7.4,14,AM
40,DC/CCN030,4.9,8.1,8.0,,,,7.0,6,AM
40,DC/CCN031,7.5,6.0,7.5,,,,7.0,0,AM
40,DC/CCN025,10.0,9.5,10.0,,,,9.8,0,AM
40,DMAT/CCN033,9.4,5.0,10.0,,,,8.1,0,AM
40,DC/CCN027,7.4,7.7,9.0,,,,8.0,12,AM
40,CGBEST/CCN013,6.4,4.4,6.6,,,5.0,5.7,14,AM
40,DC/CCN028,10.0,6.0,9.0,,,,8.3,0,AM
40,DMAT/CCN032,9.8,9.1,6.4,,,,8.4,0,AM
40,DC/CCN029,9.5,3.0,10.0,,,,7.5,0,AM
40,DC/CCN022,8.0,9.1,7.0,,,,8.0,13,AM
40,DC/CCN024,10.0,9.3,8.3,,,,9.2,8,AM
40,DMAT/CCN035,7.0,7.0,7.0,,,,7.0,0,AM
40,DC/CCN023,9.0,8.5,10.0,,,,9.2,0,AM
40,DMAT/CCN032,7.0,3.0,9.0,,,5.0,7.0,0,AM
40,DC/CCN021,8.5,6.0,8.0,,,,7.5,2,AM
40,CLE/CCHL002,7.0,8.0,8.1,,,,7.7,0,AM
40,DC/CCN019,6.0,9.0,5.9,,,,7.0,11,AM
40,DFIL/CCHL009,9.0,9.0,7.0,,,,8.3,8,AM
40,DC/CCN026,5.3,3.0,7.2,,,5.0,6.3,10,AM
